Facility name,Location,Country,County,Description,Objectives,Partners,Start Date,Project Type,Year,Month,GOPDClientsSeenPerMonth,CWCClientsSeenPerMonth,ANCClientsSeenPerMonth,PNCClientsSeenPerMonth,FPClientsSeenPerMonth,DeliveriesCompletedPerMonth
Matiku,"Makueni, Kenya",Kenya,Makueni,"The Partnership for Primary Care (P4PC) model involves outsourcing the operation of primary health facilities to the Philips/Amref partnership. A feasibility pilot has been ongoing since 2019, the pilot has involved upgrading of Emali health center, Matiku and Tutini dispensaries and documentation of lessons learnt. The pilot will inform the scaling of the project to other facilities in Makueni County.","To address access to primary health care through improvements in quality of care, engagement of communities, financial sustainability, and system efficiency. ","Philips, Amref and Makueni County","March, 2019",Feasibility Pilot (Commercial),2020-Mar,Mar,720,81,22,0,38,0
Matiku,"Makueni, Kenya",Kenya,Makueni,"The Partnership for Primary Care (P4PC) model involves outsourcing the operation of primary health facilities to the Philips/Amref partnership. A feasibility pilot has been ongoing since 2019, the pilot has involved upgrading of Emali health center, Matiku and Tutini dispensaries and documentation of lessons learnt. The pilot will inform the scaling of the project to other facilities in Makueni County.","To address access to primary health care through improvements in quality of care, engagement of communities, financial sustainability, and system efficiency. ","Philips, Amref and Makueni County","March, 2019",Feasibility Pilot (Commercial),2020-Apr,Apr,474,113,22,2,33,1
Matiku,"Makueni, Kenya",Kenya,Makueni,"The Partnership for Primary Care (P4PC) model involves outsourcing the operation of primary health facilities to the Philips/Amref partnership. A feasibility pilot has been ongoing since 2019, the pilot has involved upgrading of Emali health center, Matiku and Tutini dispensaries and documentation of lessons learnt. The pilot will inform the scaling of the project to other facilities in Makueni County.","To address access to primary health care through improvements in quality of care, engagement of communities, financial sustainability, and system efficiency. ","Philips, Amref and Makueni County","March, 2019",Feasibility Pilot (Commercial),2020-May,May,367,102,19,3,18,1
Matiku,"Makueni, Kenya",Kenya,Makueni,"The Partnership for Primary Care (P4PC) model involves outsourcing the operation of primary health facilities to the Philips/Amref partnership. A feasibility pilot has been ongoing since 2019, the pilot has involved upgrading of Emali health center, Matiku and Tutini dispensaries and documentation of lessons learnt. The pilot will inform the scaling of the project to other facilities in Makueni County.","To address access to primary health care through improvements in quality of care, engagement of communities, financial sustainability, and system efficiency. ","Philips, Amref and Makueni County","March, 2019",Feasibility Pilot (Commercial),2020-Jun,Jun,403,101,20,8,39,3
Matiku,"Makueni, Kenya",Kenya,Makueni,"The Partnership for Primary Care (P4PC) model involves outsourcing the operation of primary health facilities to the Philips/Amref partnership. A feasibility pilot has been ongoing since 2019, the pilot has involved upgrading of Emali health center, Matiku and Tutini dispensaries and documentation of lessons learnt. The pilot will inform the scaling of the project to other facilities in Makueni County.","To address access to primary health care through improvements in quality of care, engagement of communities, financial sustainability, and system efficiency. ","Philips, Amref and Makueni County","March, 2019",Feasibility Pilot (Commercial),2020-Jul,Jul,424,104,20,5,26,1
Matiku,"Makueni, Kenya",Kenya,Makueni,"The Partnership for Primary Care (P4PC) model involves outsourcing the operation of primary health facilities to the Philips/Amref partnership. A feasibility pilot has been ongoing since 2019, the pilot has involved upgrading of Emali health center, Matiku and Tutini dispensaries and documentation of lessons learnt. The pilot will inform the scaling of the project to other facilities in Makueni County.","To address access to primary health care through improvements in quality of care, engagement of communities, financial sustainability, and system efficiency. ","Philips, Amref and Makueni County","March, 2019",Feasibility Pilot (Commercial),2020-Aug,Aug,338,99,16,8,35,1
Matiku,"Makueni, Kenya",Kenya,Makueni,"The Partnership for Primary Care (P4PC) model involves outsourcing the operation of primary health facilities to the Philips/Amref partnership. A feasibility pilot has been ongoing since 2019, the pilot has involved upgrading of Emali health center, Matiku and Tutini dispensaries and documentation of lessons learnt. The pilot will inform the scaling of the project to other facilities in Makueni County.","To address access to primary health care through improvements in quality of care, engagement of communities, financial sustainability, and system efficiency. ","Philips, Amref and Makueni County","March, 2019",Feasibility Pilot (Commercial),2020-Sept,Sep,419,107,18,4,28,2
Matiku,"Makueni, Kenya",Kenya,Makueni,"The Partnership for Primary Care (P4PC) model involves outsourcing the operation of primary health facilities to the Philips/Amref partnership. A feasibility pilot has been ongoing since 2019, the pilot has involved upgrading of Emali health center, Matiku and Tutini dispensaries and documentation of lessons learnt. The pilot will inform the scaling of the project to other facilities in Makueni County.","To address access to primary health care through improvements in quality of care, engagement of communities, financial sustainability, and system efficiency. ","Philips, Amref and Makueni County","March, 2019",Feasibility Pilot (Commercial),2020-Oct,Oct,413,95,17,1,46,0
Matiku,"Makueni, Kenya",Kenya,Makueni,"The Partnership for Primary Care (P4PC) model involves outsourcing the operation of primary health facilities to the Philips/Amref partnership. A feasibility pilot has been ongoing since 2019, the pilot has involved upgrading of Emali health center, Matiku and Tutini dispensaries and documentation of lessons learnt. The pilot will inform the scaling of the project to other facilities in Makueni County.","To address access to primary health care through improvements in quality of care, engagement of communities, financial sustainability, and system efficiency. ","Philips, Amref and Makueni County","March, 2019",Feasibility Pilot (Commercial),2020-Nov,Nov,431,113,18,6,36,0
Matiku,"Makueni, Kenya",Kenya,Makueni,"The Partnership for Primary Care (P4PC) model involves outsourcing the operation of primary health facilities to the Philips/Amref partnership. A feasibility pilot has been ongoing since 2019, the pilot has involved upgrading of Emali health center, Matiku and Tutini dispensaries and documentation of lessons learnt. The pilot will inform the scaling of the project to other facilities in Makueni County.","To address access to primary health care through improvements in quality of care, engagement of communities, financial sustainability, and system efficiency. ","Philips, Amref and Makueni County","March, 2019",Feasibility Pilot (Commercial),2020-Dec,Dec,57,29,3,0,4,0
Matiku,"Makueni, Kenya",Kenya,Makueni,"The Partnership for Primary Care (P4PC) model involves outsourcing the operation of primary health facilities to the Philips/Amref partnership. A feasibility pilot has been ongoing since 2019, the pilot has involved upgrading of Emali health center, Matiku and Tutini dispensaries and documentation of lessons learnt. The pilot will inform the scaling of the project to other facilities in Makueni County.","To address access to primary health care through improvements in quality of care, engagement of communities, financial sustainability, and system efficiency. ","Philips, Amref and Makueni County","March, 2019",Feasibility Pilot (Commercial),2021-Jan,Jan,3,2,0,0,0,0
Matiku,"Makueni, Kenya",Kenya,Makueni,"The Partnership for Primary Care (P4PC) model involves outsourcing the operation of primary health facilities to the Philips/Amref partnership. A feasibility pilot has been ongoing since 2019, the pilot has involved upgrading of Emali health center, Matiku and Tutini dispensaries and documentation of lessons learnt. The pilot will inform the scaling of the project to other facilities in Makueni County.","To address access to primary health care through improvements in quality of care, engagement of communities, financial sustainability, and system efficiency. ","Philips, Amref and Makueni County","March, 2019",Feasibility Pilot (Commercial),2021-Feb,Feb,872,70,16,3,30,0
Matiku,"Makueni, Kenya",Kenya,Makueni,"The Partnership for Primary Care (P4PC) model involves outsourcing the operation of primary health facilities to the Philips/Amref partnership. A feasibility pilot has been ongoing since 2019, the pilot has involved upgrading of Emali health center, Matiku and Tutini dispensaries and documentation of lessons learnt. The pilot will inform the scaling of the project to other facilities in Makueni County.","To address access to primary health care through improvements in quality of care, engagement of communities, financial sustainability, and system efficiency. ","Philips, Amref and Makueni County","March, 2019",Feasibility Pilot (Commercial),2021-Mar,Mar,590,82,14,5,10,0
Matiku,"Makueni, Kenya",Kenya,Makueni,"The Partnership for Primary Care (P4PC) model involves outsourcing the operation of primary health facilities to the Philips/Amref partnership. A feasibility pilot has been ongoing since 2019, the pilot has involved upgrading of Emali health center, Matiku and Tutini dispensaries and documentation of lessons learnt. The pilot will inform the scaling of the project to other facilities in Makueni County.","To address access to primary health care through improvements in quality of care, engagement of communities, financial sustainability, and system efficiency. ","Philips, Amref and Makueni County","March, 2019",Feasibility Pilot (Commercial),2021-Apr,Apr,363,91,19,8,16,0
Matiku,"Makueni, Kenya",Kenya,Makueni,"The Partnership for Primary Care (P4PC) model involves outsourcing the operation of primary health facilities to the Philips/Amref partnership. A feasibility pilot has been ongoing since 2019, the pilot has involved upgrading of Emali health center, Matiku and Tutini dispensaries and documentation of lessons learnt. The pilot will inform the scaling of the project to other facilities in Makueni County.","To address access to primary health care through improvements in quality of care, engagement of communities, financial sustainability, and system efficiency. ","Philips, Amref and Makueni County","March, 2019",Feasibility Pilot (Commercial),2021-May,May,463,87,25,4,21,1
Matiku,"Makueni, Kenya",Kenya,Makueni,"The Partnership for Primary Care (P4PC) model involves outsourcing the operation of primary health facilities to the Philips/Amref partnership. A feasibility pilot has been ongoing since 2019, the pilot has involved upgrading of Emali health center, Matiku and Tutini dispensaries and documentation of lessons learnt. The pilot will inform the scaling of the project to other facilities in Makueni County.","To address access to primary health care through improvements in quality of care, engagement of communities, financial sustainability, and system efficiency. ","Philips, Amref and Makueni County","March, 2019",Feasibility Pilot (Commercial),2021-Jun,Jun,435,71,14,4,11,2
,,,,,,,,,,,18756,2656,488,96,816,22
